,year,month,day,date,open,high,low,close,volume,dayOfweek,time
0,2017,1,3,2017-01-03 00:00,1.22803,1.2291100000000001,1.22779,1.22881,5616,Tuesday,0
1,2017,1,3,2017-01-03 01:00,1.22881,1.22993,1.22869,1.22983,5064,Tuesday,1
2,2017,1,3,2017-01-03 02:00,1.22981,1.2302600000000001,1.22951,1.2297,2649,Tuesday,2
3,2017,1,3,2017-01-03 03:00,1.2297,1.23033,1.22937,1.23033,2335,Tuesday,3
4,2017,1,3,2017-01-03 04:00,1.23033,1.2306700000000002,1.23003,1.23035,2270,Tuesday,4
5,2017,1,3,2017-01-03 05:00,1.23035,1.23063,1.22939,1.22956,2521,Tuesday,5
6,2017,1,3,2017-01-03 06:00,1.22957,1.2305,1.2294,1.2303899999999999,3212,Tuesday,6
7,2017,1,3,2017-01-03 07:00,1.23037,1.23044,1.22795,1.22865,7288,Tuesday,7
8,2017,1,3,2017-01-03 08:00,1.22869,1.22979,1.22469,1.22475,9907,Tuesday,8
9,2017,1,3,2017-01-03 09:00,1.2248,1.22938,1.2248,1.2288,10841,Tuesday,9
10,2017,1,3,2017-01-03 10:00,1.22882,1.23019,1.2274200000000002,1.22774,7827,Tuesday,10
11,2017,1,3,2017-01-03 11:00,1.22775,1.2291,1.2264899999999999,1.22909,7949,Tuesday,11
12,2017,1,3,2017-01-03 12:00,1.22909,1.22964,1.22656,1.22698,8382,Tuesday,12
13,2017,1,3,2017-01-03 13:00,1.22698,1.2288,1.22551,1.22688,7104,Tuesday,13
14,2017,1,3,2017-01-03 14:00,1.22688,1.22708,1.22492,1.22492,7297,Tuesday,14
15,2017,1,3,2017-01-03 15:00,1.2249,1.22496,1.21994,1.22386,13087,Tuesday,15
16,2017,1,3,2017-01-03 16:00,1.22391,1.22729,1.2236799999999999,1.22547,12409,Tuesday,16
17,2017,1,3,2017-01-03 17:00,1.22548,1.22656,1.22507,1.22599,4427,Tuesday,17
18,2017,1,3,2017-01-03 18:00,1.22599,1.22627,1.22369,1.22376,4831,Tuesday,18
