,year,month,day,date,open,high,low,close,volume,dayOfweek,time
0,2020,1,3,2020-01-03 00:00,1.11707,1.1176,1.1169799999999999,1.11754,1771,Friday,0
1,2020,1,3,2020-01-03 01:00,1.11753,1.11784,1.11722,1.11735,3335,Friday,1
2,2020,1,3,2020-01-03 02:00,1.11735,1.11774,1.1171799999999998,1.11725,6199,Friday,2
3,2020,1,3,2020-01-03 03:00,1.11725,1.1173600000000001,1.11695,1.1172,3516,Friday,3
4,2020,1,3,2020-01-03 04:00,1.1172,1.1174899999999999,1.11685,1.117,2754,Friday,4
5,2020,1,3,2020-01-03 05:00,1.117,1.11706,1.11643,1.11663,4027,Friday,5
6,2020,1,3,2020-01-03 06:00,1.11663,1.11695,1.11638,1.11691,2993,Friday,6
7,2020,1,3,2020-01-03 07:00,1.11691,1.11715,1.11521,1.11532,9234,Friday,7
8,2020,1,3,2020-01-03 08:00,1.11531,1.11604,1.11505,1.1151200000000001,12278,Friday,8
9,2020,1,3,2020-01-03 09:00,1.1151200000000001,1.11522,1.114,1.11401,11538,Friday,9
10,2020,1,3,2020-01-03 10:00,1.114,1.1143299999999998,1.11307,1.1136,10711,Friday,10
11,2020,1,3,2020-01-03 11:00,1.11361,1.11361,1.11249,1.113,9105,Friday,11
12,2020,1,3,2020-01-03 12:00,1.113,1.11426,1.11281,1.11391,8115,Friday,12
13,2020,1,3,2020-01-03 13:00,1.11392,1.1148799999999999,1.1137299999999999,1.11381,10360,Friday,13
14,2020,1,3,2020-01-03 14:00,1.1138,1.11541,1.11353,1.11522,11181,Friday,14
15,2020,1,3,2020-01-03 15:00,1.11525,1.11674,1.11525,1.1163299999999998,13280,Friday,15
16,2020,1,3,2020-01-03 16:00,1.1163399999999999,1.11798,1.11624,1.11719,34952,Friday,16
17,2020,1,3,2020-01-03 17:00,1.1172,1.1174,1.11679,1.11721,5323,Friday,17
18,2020,1,3,2020-01-03 18:00,1.11721,1.11732,1.11659,1.11666,5772,Friday,18
19,2020,1,3,2020-01-03 19:00,1.11665,1.11681,1.11612,1.11673,6343,Friday,19
20,2020,1,3,2020-01-03 20:00,1.11673,1.11674,1.1159999999999999,1.11616,3139,Friday,20
21,2020,1,3,2020-01-03 21:00,1.11614,1.1162,1.11523,1.11548,1496,Friday,21
22,2020,1,6,2020-01-06 00:00,1.1160299999999999,1.11685,1.1159999999999999,1.11635,3970,Monday,0
23,2020,1,6,2020-01-06 01:00,1.11635,1.11653,1.11612,1.11627,4648,Monday,1
24,2020,1,6,2020-01-06 02:00,1.11628,1.11671,1.11624,1.11653,2649,Monday,2
25,2020,1,6,2020-01-06 03:00,1.1165399999999999,1.11709,1.11653,1.11657,3670,Monday,3
26,2020,1,6,2020-01-06 04:00,1.11658,1.11661,1.11616,1.11642,4389,Monday,4
27,2020,1,6,2020-01-06 05:00,1.1164399999999999,1.1165100000000001,1.11606,1.1162299999999998,2628,Monday,5
28,2020,1,6,2020-01-06 06:00,1.11622,1.11624,1.11571,1.1160700000000001,3709,Monday,6
29,2020,1,6,2020-01-06 07:00,1.11606,1.11667,1.1159700000000001,1.11646,7582,Monday,7
30,2020,1,6,2020-01-06 08:00,1.11647,1.11799,1.11632,1.11785,9295,Monday,8
31,2020,1,6,2020-01-06 09:00,1.11786,1.1193600000000001,1.11751,1.11932,10287,Monday,9
32,2020,1,6,2020-01-06 10:00,1.11934,1.11996,1.11899,1.11964,8438,Monday,10
33,2020,1,6,2020-01-06 11:00,1.11963,1.12055,1.11962,1.12032,7970,Monday,11
34,2020,1,6,2020-01-06 12:00,1.12032,1.12043,1.11951,1.11981,6371,Monday,12
35,2020,1,6,2020-01-06 13:00,1.11982,1.12032,1.11911,1.11976,8723,Monday,13
36,2020,1,6,2020-01-06 14:00,1.11976,1.12002,1.11825,1.1183100000000001,12588,Monday,14
37,2020,1,6,2020-01-06 15:00,1.11832,1.1190200000000001,1.11821,1.11886,11356,Monday,15
38,2020,1,6,2020-01-06 16:00,1.11887,1.11896,1.11809,1.1187200000000002,9042,Monday,16
39,2020,1,6,2020-01-06 17:00,1.1187200000000002,1.1196,1.11842,1.1195,5418,Monday,17
40,2020,1,6,2020-01-06 18:00,1.11952,1.11979,1.11917,1.11919,4388,Monday,18
41,2020,1,6,2020-01-06 19:00,1.1191799999999998,1.1192799999999998,1.11879,1.1191200000000001,3806,Monday,19
42,2020,1,6,2020-01-06 20:00,1.11914,1.1193899999999999,1.11889,1.1193600000000001,3434,Monday,20
43,2020,1,6,2020-01-06 21:00,1.1193600000000001,1.11989,1.1192799999999998,1.11968,1230,Monday,21
44,2020,1,7,2020-01-07 00:00,1.11953,1.11954,1.11891,1.11897,2834,Tuesday,0
45,2020,1,7,2020-01-07 01:00,1.11897,1.1197,1.11896,1.11934,3030,Tuesday,1
46,2020,1,7,2020-01-07 02:00,1.11934,1.11934,1.11909,1.11913,2335,Tuesday,2
47,2020,1,7,2020-01-07 03:00,1.11914,1.11943,1.1191200000000001,1.11922,2281,Tuesday,3
