date,open,high,low,close,volume,dayOfweek,open_24,close_24
05/01/2015 06:00,1.52857,1.52868,1.52731,1.52812,2464,Monday,1.52607,1.52599
05/01/2015 07:00,1.52816,1.52997,1.5279,1.52911,11260,Monday,1.52598,1.52314
05/01/2015 08:00,1.52901,1.53193,1.52901,1.53037,19566,Monday,1.52312,1.5243
05/01/2015 09:00,1.53039,1.53135,1.52854,1.53056,16837,Monday,1.5243,1.52022
05/01/2015 10:00,1.53056,1.53074,1.52666,1.52669,15353,Monday,1.52024,1.51866
05/01/2015 11:00,1.52671,1.52718,1.52487,1.52536,13997,Monday,1.51865,1.51923
05/01/2015 12:00,1.52534,1.52543,1.5205,1.52142,17767,Monday,1.51922,1.51922
05/01/2015 13:00,1.52142,1.52369,1.52053,1.5208,16121,Monday,1.51922,1.51792
05/01/2015 14:00,1.52075,1.52341,1.5203,1.52308,16970,Monday,1.51791,1.5175
05/01/2015 15:00,1.5231,1.52466,1.52192,1.524,16996,Monday,1.5175,1.51699
05/01/2015 16:00,1.52392,1.52436,1.52292,1.52332,10873,Monday,1.51697,1.5176
05/01/2015 17:00,1.52332,1.52406,1.52246,1.52262,5048,Monday,1.51758,1.51721
05/01/2015 18:00,1.52261,1.52488,1.52211,1.52487,4483,Monday,1.5172,1.51885
05/01/2015 19:00,1.52487,1.52605,1.52444,1.52541,3500,Monday,1.51885,1.51634
05/01/2015 20:00,1.52541,1.52702,1.52513,1.52524,3511,Monday,1.51636,1.5152
05/01/2015 21:00,1.52525,1.52599,1.52465,1.52472,2529,Monday,1.5152,1.51502
05/01/2015 22:00,1.52474,1.52538,1.52456,1.52514,2574,Monday,1.51504,1.51388
05/01/2015 23:00,1.52516,1.52613,1.52494,1.52569,1855,Monday,1.51387,1.51341
06/01/2015 00:00,1.52569,1.52651,1.52543,1.52648,2053,Tuesday,1.51341,1.51278
06/01/2015 01:00,1.52648,1.52657,1.52565,1.52605,2407,Tuesday,1.51281,1.51438
06/01/2015 02:00,1.52605,1.52739,1.52595,1.52628,2729,Tuesday,1.51437,1.51388
06/01/2015 03:00,1.52627,1.5266,1.52567,1.52595,1666,Tuesday,1.51389,1.51441
06/01/2015 04:00,1.52595,1.52612,1.52569,1.52583,1754,Tuesday,1.51437,1.51385
06/01/2015 05:00,1.52584,1.52615,1.52568,1.52607,2285,Tuesday,1.51385,1.5138
06/01/2015 06:00,1.52607,1.52704,1.52555,1.52599,4689,Tuesday,1.5138,1.51312
06/01/2015 07:00,1.52598,1.52601,1.52295,1.52314,9549,Tuesday,1.51312,1.51398
06/01/2015 08:00,1.52312,1.52481,1.5214,1.5243,17681,Tuesday,1.51399,1.51272
06/01/2015 09:00,1.5243,1.52466,1.51874,1.52022,21042,Tuesday,1.51272,1.5119
06/01/2015 10:00,1.52024,1.52039,1.51762,1.51866,14985,Tuesday,1.5119,1.51388
06/01/2015 11:00,1.51865,1.52065,1.51839,1.51923,14017,Tuesday,1.51387,1.51202
06/01/2015 12:00,1.51922,1.51995,1.51841,1.51922,14306,Tuesday,1.51202,1.51274
06/01/2015 13:00,1.51922,1.51956,1.51673,1.51792,17986,Tuesday,1.51272,1.51054
06/01/2015 14:00,1.51791,1.51816,1.51522,1.5175,16496,Tuesday,1.51056,1.50832
06/01/2015 15:00,1.5175,1.51975,1.51632,1.51699,18714,Tuesday,1.50833,1.50632
06/01/2015 16:00,1.51697,1.51839,1.51652,1.5176,18183,Tuesday,1.50631,1.50722
06/01/2015 17:00,1.51758,1.51888,1.51701,1.51721,9699,Tuesday,1.50722,1.50872
06/01/2015 18:00,1.5172,1.51885,1.51717,1.51885,6315,Tuesday,1.50872,1.5099
06/01/2015 19:00,1.51885,1.51906,1.51603,1.51634,5949,Tuesday,1.50989,1.51222
06/01/2015 20:00,1.51636,1.51647,1.51486,1.5152,4946,Tuesday,1.51222,1.5108
06/01/2015 21:00,1.5152,1.51574,1.51408,1.51502,3668,Tuesday,1.5108,1.51098
06/01/2015 22:00,1.51504,1.51506,1.51082,1.51388,4462,Tuesday,1.51098,1.5106
06/01/2015 23:00,1.51387,1.51453,1.51325,1.51341,2833,Tuesday,1.5106,1.51049
07/01/2015 00:00,1.51341,1.51382,1.51263,1.51278,3457,Wednesday,1.51045,1.51049
07/01/2015 01:00,1.51281,1.51443,1.51281,1.51438,2599,Wednesday,1.51049,1.50961
07/01/2015 02:00,1.51437,1.51437,1.51341,1.51388,2669,Wednesday,1.50961,1.50906
07/01/2015 03:00,1.51389,1.51483,1.51347,1.51441,2850,Wednesday,1.50905,1.50937
07/01/2015 04:00,1.51437,1.51455,1.51384,1.51385,2458,Wednesday,1.50937,1.50868
07/01/2015 05:00,1.51385,1.51426,1.51349,1.5138,2212,Wednesday,1.50868,1.5087
07/01/2015 06:00,1.5138,1.51414,1.5124,1.51312,4229,Wednesday,1.5087,1.50883
07/01/2015 07:00,1.51312,1.51501,1.51266,1.51398,14627,Wednesday,1.50883,1.50722
07/01/2015 08:00,1.51399,1.5155,1.51208,1.51272,19771,Wednesday,1.50722,1.50363
07/01/2015 09:00,1.51272,1.51435,1.51148,1.5119,17267,Wednesday,1.50362,1.50536
07/01/2015 10:00,1.5119,1.51434,1.51054,1.51388,18338,Wednesday,1.50538,1.5056
07/01/2015 11:00,1.51387,1.51389,1.51163,1.51202,15298,Wednesday,1.50559,1.50601
07/01/2015 12:00,1.51202,1.51358,1.51188,1.51274,14125,Wednesday,1.50605,1.50687
07/01/2015 13:00,1.51272,1.51304,1.50974,1.51054,19883,Wednesday,1.50688,1.50763
07/01/2015 14:00,1.51056,1.51062,1.5077,1.50832,19444,Wednesday,1.50761,1.509
07/01/2015 15:00,1.50833,1.50981,1.50592,1.50632,19706,Wednesday,1.509,1.50811
07/01/2015 16:00,1.50631,1.50795,1.5055,1.50722,19141,Wednesday,1.50809,1.51174
07/01/2015 17:00,1.50722,1.50891,1.50672,1.50872,5332,Wednesday,1.51173,1.51148
07/01/2015 18:00,1.50872,1.5102,1.50849,1.5099,5762,Wednesday,1.51148,1.51041
07/01/2015 19:00,1.50989,1.51263,1.50792,1.51222,11632,Wednesday,1.51035,1.50842
07/01/2015 20:00,1.51222,1.51222,1.51039,1.5108,5635,Wednesday,1.50842,1.50832
07/01/2015 21:00,1.5108,1.51126,1.51044,1.51098,2826,Wednesday,1.50832,1.50887
07/01/2015 22:00,1.51098,1.51123,1.51027,1.5106,3067,Wednesday,1.50887,1.50797
07/01/2015 23:00,1.5106,1.51072,1.51013,1.51049,2171,Wednesday,1.508,1.50851
08/01/2015 00:00,1.51045,1.51173,1.51035,1.51049,3106,Thursday,1.50851,1.50945
08/01/2015 01:00,1.51049,1.51091,1.50944,1.50961,3242,Thursday,1.50945,1.5091
08/01/2015 02:00,1.50961,1.50985,1.50842,1.50906,1646,Thursday,1.5091,1.50932
08/01/2015 03:00,1.50905,1.50972,1.50846,1.50937,2079,Thursday,1.50932,1.50927
08/01/2015 04:00,1.50937,1.5095,1.50842,1.50868,1754,Thursday,1.50929,1.50919
08/01/2015 05:00,1.50868,1.50901,1.50818,1.5087,2058,Thursday,1.50919,1.50971
08/01/2015 06:00,1.5087,1.50941,1.50828,1.50883,3162,Thursday,1.50972,1.5091
08/01/2015 07:00,1.50883,1.50888,1.50619,1.50722,10584,Thursday,1.5091,1.50955
08/01/2015 08:00,1.50722,1.50735,1.50342,1.50363,20605,Thursday,1.50955,1.51159
08/01/2015 09:00,1.50362,1.50601,1.50353,1.50536,14615,Thursday,1.5116,1.51312
08/01/2015 10:00,1.50538,1.50698,1.50496,1.5056,14171,Thursday,1.5131,1.51511
08/01/2015 11:00,1.50559,1.50726,1.50517,1.50601,11640,Thursday,1.51509,1.51497
08/01/2015 12:00,1.50605,1.50762,1.50441,1.50687,15886,Thursday,1.51498,1.51322
08/01/2015 13:00,1.50688,1.5081,1.506,1.50763,16776,Thursday,1.51322,1.51201
08/01/2015 14:00,1.50761,1.50922,1.5057,1.509,16764,Thursday,1.51201,1.51163
08/01/2015 15:00,1.509,1.50951,1.50725,1.50811,16218,Thursday,1.51168,1.51469
08/01/2015 16:00,1.50809,1.51176,1.508,1.51174,12539,Thursday,1.51472,1.51495
08/01/2015 17:00,1.51173,1.51175,1.51067,1.51148,5061,Thursday,1.51496,1.51413
08/01/2015 18:00,1.51148,1.51165,1.50956,1.51041,3380,Thursday,1.51412,1.51608
08/01/2015 19:00,1.51035,1.51068,1.50802,1.50842,3856,Thursday,1.51608,1.51642
08/01/2015 20:00,1.50842,1.50872,1.50809,1.50832,2321,Thursday,1.51647,1.51648
08/01/2015 21:00,1.50832,1.50912,1.50797,1.50887,2767,Thursday,1.51648,1.51554
09/01/2015 00:00,1.50851,1.50953,1.50833,1.50945,2091,Friday,1.51883,1.51732
09/01/2015 01:00,1.50945,1.51043,1.50894,1.5091,4180,Friday,1.51732,1.5171
09/01/2015 02:00,1.5091,1.50993,1.50887,1.50932,4070,Friday,1.51711,1.5164
09/01/2015 03:00,1.50932,1.50959,1.50899,1.50927,2455,Friday,1.51642,1.51648
09/01/2015 04:00,1.50929,1.50956,1.50906,1.50919,2939,Friday,1.51649,1.51627
09/01/2015 05:00,1.50919,1.5101,1.50918,1.50971,2801,Friday,1.51627,1.51662
09/01/2015 06:00,1.50972,1.50972,1.50884,1.5091,2911,Friday,1.51662,1.51659
09/01/2015 07:00,1.5091,1.5101,1.509,1.50955,8094,Friday,1.51656,1.51568
09/01/2015 08:00,1.50955,1.51189,1.50954,1.51159,11525,Friday,1.51568,1.51138
09/01/2015 09:00,1.5116,1.51492,1.5109,1.51312,18078,Friday,1.51138,1.51212
09/01/2015 10:00,1.5131,1.51538,1.51236,1.51511,11160,Friday,1.5121,1.5119
09/01/2015 11:00,1.51509,1.51613,1.51414,1.51497,9385,Friday,1.5119,1.51391
09/01/2015 12:00,1.51498,1.51498,1.51305,1.51322,10087,Friday,1.51389,1.51306
09/01/2015 13:00,1.51322,1.51755,1.50964,1.51201,31755,Friday,1.51306,1.51574
09/01/2015 14:00,1.51201,1.51341,1.51013,1.51163,17622,Friday,1.51574,1.51692
09/01/2015 15:00,1.51168,1.51691,1.5116,1.51469,24360,Friday,1.51692,1.51368
09/01/2015 16:00,1.51472,1.51657,1.51399,1.51495,16947,Friday,1.51362,1.51663
09/01/2015 17:00,1.51496,1.51617,1.51387,1.51413,5058,Friday,1.51663,1.51639
09/01/2015 18:00,1.51412,1.51658,1.51411,1.51608,3879,Friday,1.51639,1.51867
09/01/2015 19:00,1.51608,1.51662,1.51548,1.51642,3655,Friday,1.51867,1.51793
09/01/2015 20:00,1.51647,1.5166,1.51588,1.51648,2879,Friday,1.51793,1.51779
09/01/2015 21:00,1.51648,1.51688,1.51506,1.51554,3983,Friday,1.51778,1.51712
12/01/2015 00:00,1.51883,1.51892,1.51714,1.51732,3378,Monday,1.51698,1.51732
12/01/2015 01:00,1.51732,1.51758,1.51648,1.5171,3433,Monday,1.51732,1.51779
12/01/2015 02:00,1.51711,1.5172,1.5164,1.5164,2389,Monday,1.51776,1.51803
12/01/2015 03:00,1.51642,1.51735,1.51638,1.51648,2332,Monday,1.51804,1.51758
12/01/2015 04:00,1.51649,1.51661,1.516,1.51627,1550,Monday,1.51758,1.5165
12/01/2015 05:00,1.51627,1.51678,1.51601,1.51662,2412,Monday,1.5165,1.51586
12/01/2015 06:00,1.51662,1.51766,1.51655,1.51659,4967,Monday,1.51586,1.51522
12/01/2015 07:00,1.51656,1.5172,1.51487,1.51568,8843,Monday,1.51523,1.51446
12/01/2015 08:00,1.51568,1.51568,1.50985,1.51138,19795,Monday,1.51451,1.51202
12/01/2015 09:00,1.51138,1.51233,1.51024,1.51212,14445,Monday,1.51199,1.51077
12/01/2015 10:00,1.5121,1.51266,1.51108,1.5119,13037,Monday,1.51078,1.51166
12/01/2015 11:00,1.5119,1.51431,1.51178,1.51391,14418,Monday,1.51166,1.51408
12/01/2015 12:00,1.51389,1.51516,1.51297,1.51306,15404,Monday,1.51409,1.51734
12/01/2015 13:00,1.51306,1.51685,1.51297,1.51574,18547,Monday,1.51734,1.51533
12/01/2015 14:00,1.51574,1.5174,1.51398,1.51692,19323,Monday,1.51538,1.51535
12/01/2015 15:00,1.51692,1.51719,1.51355,1.51368,19490,Monday,1.51532,1.51751
12/01/2015 16:00,1.51362,1.51682,1.51286,1.51663,15912,Monday,1.51752,1.51645
12/01/2015 17:00,1.51663,1.51728,1.51577,1.51639,6105,Monday,1.51643,1.51616
12/01/2015 18:00,1.51639,1.51871,1.51634,1.51867,5469,Monday,1.51617,1.5156
12/01/2015 19:00,1.51867,1.51872,1.51776,1.51793,4854,Monday,1.51564,1.51453
12/01/2015 20:00,1.51793,1.51799,1.51726,1.51779,3336,Monday,1.51456,1.51622
12/01/2015 21:00,1.51778,1.51781,1.51693,1.51712,2216,Monday,1.51622,1.5158
12/01/2015 22:00,1.51712,1.51768,1.51646,1.51659,2177,Monday,1.51581,1.51614
12/01/2015 23:00,1.51659,1.51707,1.51633,1.51699,3132,Monday,1.51612,1.51672
13/01/2015 00:00,1.51698,1.51755,1.51575,1.51732,4140,Tuesday,1.51672,1.51694
13/01/2015 01:00,1.51732,1.51809,1.51683,1.51779,5260,Tuesday,1.51694,1.51673
13/01/2015 02:00,1.51776,1.5185,1.51711,1.51803,2950,Tuesday,1.51672,1.51551
13/01/2015 03:00,1.51804,1.51916,1.51756,1.51758,3851,Tuesday,1.51551,1.51513
13/01/2015 04:00,1.51758,1.51777,1.51625,1.5165,4986,Tuesday,1.51513,1.51674
13/01/2015 05:00,1.5165,1.5167,1.51554,1.51586,4687,Tuesday,1.51672,1.51629
13/01/2015 06:00,1.51586,1.51602,1.51488,1.51522,6829,Tuesday,1.51629,1.51485
13/01/2015 07:00,1.51523,1.51615,1.51344,1.51446,12562,Tuesday,1.51486,1.52078
13/01/2015 08:00,1.51451,1.51456,1.51202,1.51202,14619,Tuesday,1.52078,1.5178
13/01/2015 09:00,1.51199,1.51239,1.50773,1.51077,19859,Tuesday,1.51779,1.51725
13/01/2015 10:00,1.51078,1.51204,1.50885,1.51166,11559,Tuesday,1.51725,1.5177
13/01/2015 11:00,1.51166,1.51505,1.51089,1.51408,13982,Tuesday,1.5177,1.51906
13/01/2015 12:00,1.51409,1.51801,1.51376,1.51734,14744,Tuesday,1.51907,1.51787
13/01/2015 13:00,1.51734,1.51761,1.51449,1.51533,13456,Tuesday,1.51787,1.52562
13/01/2015 14:00,1.51538,1.51775,1.51423,1.51535,15396,Tuesday,1.52569,1.52165
13/01/2015 15:00,1.51532,1.51847,1.51505,1.51751,15367,Tuesday,1.52165,1.52118
13/01/2015 16:00,1.51752,1.51892,1.51633,1.51645,13925,Tuesday,1.52122,1.52325
13/01/2015 17:00,1.51643,1.51792,1.51554,1.51616,5491,Tuesday,1.52323,1.52204
13/01/2015 18:00,1.51617,1.51637,1.51517,1.5156,5748,Tuesday,1.52205,1.52233
13/01/2015 19:00,1.51564,1.5158,1.51447,1.51453,5542,Tuesday,1.52233,1.52216
13/01/2015 20:00,1.51456,1.51637,1.51448,1.51622,4470,Tuesday,1.52216,1.52354
13/01/2015 21:00,1.51622,1.51678,1.51567,1.5158,2603,Tuesday,1.52355,1.52304
13/01/2015 22:00,1.51581,1.51655,1.51568,1.51614,2083,Tuesday,1.52316,1.52329
13/01/2015 23:00,1.51612,1.51697,1.51606,1.51672,3058,Tuesday,1.52332,1.52335
14/01/2015 00:00,1.51672,1.51753,1.51669,1.51694,4182,Wednesday,1.52335,1.52414
14/01/2015 01:00,1.51694,1.51698,1.516,1.51673,4441,Wednesday,1.52414,1.52329
14/01/2015 02:00,1.51672,1.51679,1.51456,1.51551,5248,Wednesday,1.5233,1.52332
14/01/2015 03:00,1.51551,1.51557,1.51449,1.51513,3761,Wednesday,1.52332,1.52347
14/01/2015 04:00,1.51513,1.51686,1.51511,1.51674,4155,Wednesday,1.52347,1.5233
14/01/2015 05:00,1.51672,1.51701,1.51609,1.51629,4365,Wednesday,1.52331,1.5229
14/01/2015 06:00,1.51629,1.51673,1.51484,1.51485,7139,Wednesday,1.5229,1.52242
14/01/2015 07:00,1.51486,1.52234,1.51461,1.52078,15018,Wednesday,1.52241,1.5217
14/01/2015 08:00,1.52078,1.52152,1.51715,1.5178,22546,Wednesday,1.5217,1.52146
14/01/2015 09:00,1.51779,1.51862,1.51498,1.51725,24951,Wednesday,1.52146,1.51863
14/01/2015 10:00,1.51725,1.51981,1.51696,1.5177,14453,Wednesday,1.51863,1.52
14/01/2015 11:00,1.5177,1.51914,1.51621,1.51906,12470,Wednesday,1.51999,1.52337
14/01/2015 12:00,1.51907,1.5197,1.51672,1.51787,13607,Wednesday,1.5233,1.52515
14/01/2015 13:00,1.51787,1.52689,1.51775,1.52562,25546,Wednesday,1.52519,1.52285
14/01/2015 14:00,1.52569,1.5268,1.52128,1.52165,25432,Wednesday,1.52278,1.51974
14/01/2015 15:00,1.52165,1.5226,1.52014,1.52118,21829,Wednesday,1.51974,1.51681
14/01/2015 16:00,1.52122,1.52376,1.52122,1.52325,15482,Wednesday,1.51679,1.51597
14/01/2015 17:00,1.52323,1.52385,1.52199,1.52204,7127,Wednesday,1.51595,1.51529
14/01/2015 18:00,1.52205,1.52281,1.52101,1.52233,5592,Wednesday,1.5153,1.51886
14/01/2015 19:00,1.52233,1.52303,1.52182,1.52216,5901,Wednesday,1.51892,1.51829
14/01/2015 20:00,1.52216,1.52371,1.5215,1.52354,5223,Wednesday,1.51829,1.51725
14/01/2015 21:00,1.52355,1.52362,1.52248,1.52304,2766,Wednesday,1.51727,1.51793
14/01/2015 22:00,1.52316,1.52359,1.52289,1.52329,2066,Wednesday,1.51793,1.51797
14/01/2015 23:00,1.52332,1.52359,1.52305,1.52335,2840,Wednesday,1.51797,1.51793
15/01/2015 00:00,1.52335,1.52456,1.52322,1.52414,4667,Thursday,1.51793,1.51694
15/01/2015 01:00,1.52414,1.5245,1.52323,1.52329,3851,Thursday,1.51696,1.51852
15/01/2015 02:00,1.5233,1.52396,1.52301,1.52332,4454,Thursday,1.51851,1.51825
15/01/2015 03:00,1.52332,1.52412,1.52331,1.52347,3158,Thursday,1.51823,1.51872
15/01/2015 04:00,1.52347,1.52416,1.52319,1.5233,3756,Thursday,1.51872,1.51798
15/01/2015 05:00,1.52331,1.52349,1.52265,1.5229,3244,Thursday,1.518,1.51733
15/01/2015 06:00,1.5229,1.52291,1.52218,1.52242,5957,Thursday,1.51732,1.51734
15/01/2015 07:00,1.52241,1.52274,1.52053,1.5217,13839,Thursday,1.51735,1.52035
15/01/2015 08:00,1.5217,1.52215,1.52009,1.52146,14809,Thursday,1.52037,1.52058
15/01/2015 09:00,1.52146,1.52367,1.51587,1.51863,18259,Thursday,1.52065,1.5224
15/01/2015 10:00,1.51863,1.5235,1.51863,1.52,17891,Thursday,1.52241,1.51991
15/01/2015 11:00,1.51999,1.52623,1.51938,1.52337,17079,Thursday,1.5199,1.52023
15/01/2015 12:00,1.5233,1.52599,1.52257,1.52515,29347,Thursday,1.52021,1.5171
15/01/2015 13:00,1.52519,1.52666,1.52217,1.52285,33300,Thursday,1.51708,1.51819
15/01/2015 14:00,1.52278,1.52336,1.5176,1.51974,27233,Thursday,1.51819,1.51492
15/01/2015 15:00,1.51974,1.52095,1.51615,1.51681,28458,Thursday,1.51492,1.51112
15/01/2015 16:00,1.51679,1.51858,1.51499,1.51597,23634,Thursday,1.5112,1.51297
15/01/2015 17:00,1.51595,1.51685,1.51506,1.51529,9303,Thursday,1.51297,1.51483
15/01/2015 18:00,1.5153,1.51897,1.51505,1.51886,9653,Thursday,1.51481,1.51404
15/01/2015 19:00,1.51892,1.51942,1.51802,1.51829,8731,Thursday,1.51404,1.51694
15/01/2015 20:00,1.51829,1.51898,1.51664,1.51725,6894,Thursday,1.51693,1.51579
15/01/2015 21:00,1.51727,1.51895,1.51681,1.51793,5220,Thursday,1.51579,1.5137
16/01/2015 00:00,1.51793,1.51884,1.51675,1.51694,4391,Friday,1.51409,1.51365
16/01/2015 01:00,1.51696,1.51914,1.51605,1.51852,4818,Friday,1.51364,1.51436
16/01/2015 02:00,1.51851,1.51903,1.51789,1.51825,6837,Friday,1.51434,1.51366
16/01/2015 03:00,1.51823,1.51886,1.51773,1.51872,4318,Friday,1.51366,1.51391
16/01/2015 04:00,1.51872,1.51881,1.5178,1.51798,3364,Friday,1.51391,1.51388
16/01/2015 05:00,1.518,1.51842,1.51708,1.51733,4291,Friday,1.5139,1.51436
16/01/2015 06:00,1.51732,1.51801,1.51598,1.51734,6390,Friday,1.51433,1.51417
16/01/2015 07:00,1.51735,1.52058,1.51713,1.52035,12292,Friday,1.51417,1.51295
16/01/2015 08:00,1.52037,1.52238,1.51934,1.52058,13234,Friday,1.51295,1.51541
16/01/2015 09:00,1.52065,1.52344,1.52028,1.5224,11109,Friday,1.51538,1.51639
16/01/2015 10:00,1.52241,1.52262,1.51991,1.51991,10311,Friday,1.5164,1.51448
16/01/2015 11:00,1.5199,1.52201,1.51923,1.52023,8547,Friday,1.51448,1.51599
16/01/2015 12:00,1.52021,1.52065,1.5171,1.5171,7788,Friday,1.516,1.51425
16/01/2015 13:00,1.51708,1.51879,1.51621,1.51819,16807,Friday,1.51428,1.51426
16/01/2015 14:00,1.51819,1.51887,1.5135,1.51492,16960,Friday,1.51427,1.51609
16/01/2015 15:00,1.51492,1.51535,1.50752,1.51112,18863,Friday,1.51609,1.51568
16/01/2015 16:00,1.5112,1.51403,1.50999,1.51297,13317,Friday,1.51568,1.5134
16/01/2015 17:00,1.51297,1.51486,1.51227,1.51483,7405,Friday,1.51339,1.51339
16/01/2015 18:00,1.51481,1.51565,1.51298,1.51404,6127,Friday,1.51341,1.51267
16/01/2015 19:00,1.51404,1.51694,1.51367,1.51694,4649,Friday,1.51268,1.51084
16/01/2015 20:00,1.51693,1.51706,1.51488,1.51579,4857,Friday,1.51082,1.51137
16/01/2015 21:00,1.51579,1.51591,1.51329,1.5137,4013,Friday,1.51137,1.5111
19/01/2015 00:00,1.51409,1.51451,1.51244,1.51365,4116,Monday,1.50889,1.50799
19/01/2015 01:00,1.51364,1.51482,1.51332,1.51436,3714,Monday,1.50799,1.50721
19/01/2015 02:00,1.51434,1.51455,1.51359,1.51366,2217,Monday,1.50727,1.50717
19/01/2015 03:00,1.51366,1.51395,1.51321,1.51391,2665,Monday,1.50717,1.50691
19/01/2015 04:00,1.51391,1.51404,1.5136,1.51388,1816,Monday,1.50693,1.50687
19/01/2015 05:00,1.5139,1.51443,1.51352,1.51436,2315,Monday,1.50687,1.5081
19/01/2015 06:00,1.51433,1.51472,1.51317,1.51417,5226,Monday,1.50809,1.50825
19/01/2015 07:00,1.51417,1.51444,1.51186,1.51295,9673,Monday,1.50824,1.51031
19/01/2015 08:00,1.51295,1.51594,1.51224,1.51541,9930,Monday,1.5103,1.51238
19/01/2015 09:00,1.51538,1.5179,1.51396,1.51639,11351,Monday,1.51237,1.51582
19/01/2015 10:00,1.5164,1.51647,1.51416,1.51448,10929,Monday,1.51584,1.51487
19/01/2015 11:00,1.51448,1.51672,1.51429,1.51599,6112,Monday,1.51487,1.51432
19/01/2015 12:00,1.516,1.51641,1.51419,1.51425,5636,Monday,1.51432,1.51677
19/01/2015 13:00,1.51428,1.51614,1.51377,1.51426,10296,Monday,1.51676,1.51971
19/01/2015 14:00,1.51427,1.51654,1.51367,1.51609,7410,Monday,1.51971,1.51798
19/01/2015 15:00,1.51609,1.51743,1.51549,1.51568,8719,Monday,1.51797,1.51939
19/01/2015 16:00,1.51568,1.51737,1.51254,1.5134,9094,Monday,1.51938,1.51601
19/01/2015 17:00,1.51339,1.51437,1.51238,1.51339,4546,Monday,1.51601,1.51518
19/01/2015 18:00,1.51341,1.51373,1.51253,1.51267,3764,Monday,1.51516,1.51614
19/01/2015 19:00,1.51268,1.51274,1.51079,1.51084,4041,Monday,1.51613,1.51568
19/01/2015 20:00,1.51082,1.5117,1.5108,1.51137,2795,Monday,1.51566,1.51537
19/01/2015 21:00,1.51137,1.51176,1.51091,1.5111,2612,Monday,1.51537,1.51426
19/01/2015 22:00,1.51105,1.5114,1.50968,1.51039,2005,Monday,1.51421,1.51482
19/01/2015 23:00,1.51039,1.51039,1.50829,1.50887,3332,Monday,1.51484,1.51445
20/01/2015 00:00,1.50889,1.50942,1.50799,1.50799,2785,Tuesday,1.51446,1.51395
20/01/2015 01:00,1.50799,1.508,1.50572,1.50721,5176,Tuesday,1.51393,1.51477
20/01/2015 02:00,1.50727,1.50737,1.5059,1.50717,3734,Tuesday,1.51477,1.51523
20/01/2015 03:00,1.50717,1.5074,1.5068,1.50691,1984,Tuesday,1.51523,1.51672
20/01/2015 04:00,1.50693,1.50736,1.50676,1.50687,1657,Tuesday,1.51672,1.5157
20/01/2015 05:00,1.50687,1.50815,1.50686,1.5081,1925,Tuesday,1.5157,1.51662
20/01/2015 06:00,1.50809,1.50841,1.50723,1.50825,6023,Tuesday,1.51662,1.51743
