,open,close,open_24,close_24
06-01-21 04:00,1.23275,1.23245,1.208334415,1.208579627
06-01-21 05:00,1.2325,1.23125,1.207718404,1.207804777
06-01-21 06:00,1.2312,1.2321,1.208780073,1.208810495
06-01-21 07:00,1.2321,1.2311,1.208040313,1.207891547
06-01-21 08:00,1.2311,1.2294,1.207994713,1.207726077
06-01-21 09:00,1.22945,1.2269,1.208520189,1.208382563
06-01-21 10:00,1.22695,1.225,1.209011625,1.208712807
06-01-21 11:00,1.22495,1.22565,1.208372363,1.20819862
06-01-21 12:00,1.2257,1.22675,1.208398573,1.208467706
06-01-21 13:00,1.2268,1.2269,1.20820724,1.208213948
06-01-21 14:00,1.22695,1.2258,1.208454302,1.208289257
06-01-21 15:00,1.2259,1.22595,1.208220896,1.208090665
06-01-21 16:00,1.22595,1.2263,1.208787313,1.208653402
06-01-21 17:00,1.2265,1.2266,1.20878033,1.208620605
06-01-21 18:00,1.2266,1.2274,1.208461448,1.208270025
06-01-21 19:00,1.2275,1.22675,1.209238275,1.209082137
06-01-21 20:00,1.22675,1.2266,1.209292208,1.2091544
06-01-21 21:00,1.2266,1.2272,1.208868616,1.208577097
06-01-21 22:00,1.22715,1.2266,1.210754421,1.210742602
06-01-21 23:00,1.22665,1.22695,1.213433703,1.213455655
06-12-20 20:00,1.212,1.2109,1.211913232,1.212113112
06-12-20 21:00,1.2109,1.21105,1.210597503,1.210915975
06-12-20 22:00,1.2109,1.21095,1.211520751,1.211488994
06-12-20 23:00,1.21105,1.21105,1.211891023,1.211805656
07-01-21 00:00,1.22695,1.2259,1.212611313,1.212728678
07-01-21 01:00,1.2259,1.22495,1.213669213,1.213610561
07-01-21 02:00,1.22485,1.226,1.213339937,1.213370267
07-01-21 03:00,1.22595,1.22615,1.213247079,1.213330134
07-01-21 04:00,1.2263,1.2263,1.213609177,1.213801784
07-01-21 05:00,1.2263,1.22575,1.213715686,1.213571171
07-01-21 06:00,1.2258,1.22635,1.214747376,1.214589346
07-01-21 07:00,1.2263,1.22385,1.21483203,1.214963397
07-01-21 08:00,1.22395,1.2224,1.215257171,1.215519532
07-01-21 09:00,1.2223,1.2239,1.215012666,1.215071415
07-01-21 10:00,1.2238,1.224,1.214972221,1.214976433
07-01-21 11:00,1.2239,1.22505,1.215291897,1.215345606
07-01-21 12:00,1.225,1.22485,1.215208948,1.214771193
07-01-21 13:00,1.22495,1.2272,1.213992081,1.21361497
07-01-21 14:00,1.227,1.22485,1.213692483,1.213551459
07-01-21 15:00,1.2248,1.22565,1.213611804,1.213625626
07-01-21 16:00,1.2255,1.22515,1.213824325,1.213763609
07-01-21 17:00,1.2253,1.22285,1.214058186,1.213974064
07-01-21 18:00,1.22275,1.2195,1.214006992,1.214145988
07-01-21 19:00,1.2195,1.2215,1.21382657,1.213948003
07-01-21 20:00,1.2215,1.2226,1.21347794,1.213390952
07-01-21 21:00,1.22265,1.2221,1.212934943,1.212813511
07-01-21 22:00,1.222,1.2226,1.212924503,1.212885249
07-01-21 23:00,1.2227,1.2218,1.213012875,1.213015787
07-12-20 00:00,1.2109,1.21075,1.212939521,1.212755211
07-12-20 01:00,1.2108,1.2108,1.212261056,1.211923549
07-12-20 02:00,1.21085,1.21125,1.211890606,1.21162249
07-12-20 03:00,1.2112,1.21145,1.213522045,1.213535862
07-12-20 04:00,1.2114,1.21155,1.21389154,1.21373416
07-12-20 05:00,1.21145,1.21185,1.213425632,1.213358813
07-12-20 06:00,1.21185,1.21155,1.214000891,1.213925915
07-12-20 07:00,1.2116,1.21125,1.213153539,1.213123523
07-12-20 08:00,1.2113,1.21245,1.21271802,1.212492597
07-12-20 09:00,1.21255,1.21275,1.212990731,1.212876793
07-12-20 10:00,1.21305,1.21175,1.213164997,1.213142046
07-12-20 11:00,1.21135,1.21085,1.213186562,1.213084849
07-12-20 12:00,1.21085,1.21145,1.213627243,1.213633735
07-12-20 13:00,1.2115,1.2117,1.213798622,1.213856849
07-12-20 14:00,1.2118,1.21245,1.214331883,1.214429599
07-12-20 15:00,1.21245,1.2113,1.214322285,1.214321106
07-12-20 16:00,1.21145,1.21105,1.214672328,1.214682611
07-12-20 17:00,1.21105,1.21145,1.214714496,1.214688862
07-12-20 18:00,1.21145,1.21035,1.214981334,1.214865702
07-12-20 19:00,1.21015,1.21055,1.215673072,1.215643927
07-12-20 20:00,1.21045,1.21075,1.216331061,1.216233489
07-12-20 21:00,1.21075,1.2103,1.216144626,1.216101116
07-12-20 22:00,1.2103,1.2106,1.214803593,1.214528466
07-12-20 23:00,1.2105,1.21095,1.21421384,1.213662671
08-01-21 00:00,1.2216,1.2217,1.215325514,1.215334115
08-01-21 01:00,1.2216,1.21875,1.21503958,1.215320235
08-01-21 02:00,1.21875,1.2189,1.215323011,1.215320902
08-01-21 03:00,1.21905,1.21775,1.214700782,1.214429277
08-01-21 04:00,1.2178,1.218,1.214935452,1.214799216
08-01-21 05:00,1.218,1.2173,1.214907049,1.214726154
08-01-21 06:00,1.2174,1.2174,1.215129785,1.214908565
08-01-21 07:00,1.21735,1.2182,1.215659024,1.215554264
08-01-21 08:00,1.2182,1.219,1.216068574,1.216144566
08-01-21 09:00,1.21875,1.2178,1.215796934,1.215826059
08-01-21 10:00,1.2181,1.21895,1.215231152,1.215133713
08-01-21 11:00,1.2189,1.21645,1.215143903,1.214934595
08-01-21 12:00,1.2162,1.21675,1.214794097,1.214566371
08-01-21 13:00,1.2167,1.21665,1.215515473,1.215348644
08-01-21 14:00,1.21665,1.2166,1.214537518,1.214225127
08-01-21 15:00,1.2166,1.21435,1.214364073,1.214012609
08-01-21 16:00,1.21445,1.21375,1.215778341,1.21550648
08-01-21 17:00,1.2138,1.2151,1.216172208,1.216062621
08-01-21 18:00,1.2151,1.21685,1.215607574,1.215570113
08-01-21 19:00,1.21695,1.21665,1.2140997,1.213977551
08-01-21 20:00,1.21665,1.2166,1.213662206,1.213519657
08-01-21 21:00,1.2166,1.21615,1.214419896,1.214266582
08-12-20 00:00,1.211,1.21115,1.215139845,1.215059921
08-12-20 01:00,1.2112,1.21115,1.21568169,1.21554856
08-12-20 02:00,1.21125,1.21195,1.215680131,1.215666391
08-12-20 03:00,1.212,1.21225,1.215900876,1.21578809
08-12-20 04:00,1.21215,1.21295,1.215830834,1.215671748
08-12-20 05:00,1.2129,1.21315,1.215762915,1.215726783
08-12-20 06:00,1.21315,1.21385,1.215891343,1.215848065
08-12-20 07:00,1.2138,1.21275,1.215726594,1.215442488
08-12-20 08:00,1.21265,1.21385,1.215818178,1.215675145
08-12-20 09:00,1.21355,1.2126,1.215120499,1.214974385
08-12-20 10:00,1.2126,1.21215,1.215072178,1.215009229
08-12-20 11:00,1.21215,1.21125,1.215215805,1.215122535
08-12-20 12:00,1.21135,1.21095,1.215271047,1.215167643
08-12-20 13:00,1.21095,1.2121,1.21561416,1.215565697
08-12-20 14:00,1.21205,1.2099,1.216175609,1.216057377
08-12-20 15:00,1.2099,1.20835,1.215915195,1.215817205
08-12-20 16:00,1.2082,1.20795,1.216118041,1.215779791
08-12-20 17:00,1.20795,1.2072,1.219444894,1.2192391
08-12-20 18:00,1.20725,1.2062,1.21934127,1.219310048
08-12-20 19:00,1.20615,1.2073,1.219873572,1.219755125
08-12-20 20:00,1.20735,1.20805,1.219300498,1.219121844
08-12-20 21:00,1.208,1.20825,1.219062067,1.218968472
08-12-20 22:00,1.20825,1.2081,1.217910945,1.217998777
08-12-20 23:00,1.20805,1.20785,1.218458978,1.218320416
09-12-20 00:00,1.20785,1.20825,1.219432999,1.219455061
09-12-20 01:00,1.2082,1.20815,1.218184104,1.21824066
09-12-20 02:00,1.20815,1.2089,1.218563061,1.218579805
09-12-20 03:00,1.20895,1.2093,1.218289555,1.218360624
09-12-20 04:00,1.2093,1.20995,1.218129736,1.218299847
09-12-20 05:00,1.20995,1.20965,1.217599313,1.217470098
09-12-20 06:00,1.20965,1.20885,1.217532778,1.217858186
09-12-20 07:00,1.20875,1.209,1.21935083,1.219658873
09-12-20 08:00,1.2091,1.2091,1.218711844,1.218659537
09-12-20 09:00,1.20905,1.2105,1.218750056,1.218682626
09-12-20 10:00,1.21045,1.2097,1.219104856,1.219069013
09-12-20 11:00,1.2097,1.209,1.219519986,1.219557582
09-12-20 12:00,1.2091,1.21115,1.219919759,1.219805442
09-12-20 13:00,1.2111,1.2125,1.221002849,1.220929019
09-12-20 14:00,1.2126,1.2152,1.221442122,1.221451651
09-12-20 15:00,1.2153,1.21315,1.220949366,1.220942519
09-12-20 16:00,1.2134,1.2117,1.221248655,1.221237711
09-12-20 17:00,1.2117,1.2121,1.221550664,1.221446526
09-12-20 18:00,1.21215,1.21255,1.221119442,1.221041593
09-12-20 19:00,1.21265,1.2134,1.22164904,1.221469417
09-12-20 20:00,1.2134,1.21425,1.221224587,1.221178123
09-12-20 21:00,1.2142,1.2139,1.220507314,1.22039237
09-12-20 22:00,1.21385,1.21405,1.221385704,1.221528198
09-12-20 23:00,1.21415,1.21435,1.221149226,1.221237168
10-01-21 20:00,1.2163,1.2154,1.222415766,1.222317906
10-01-21 21:00,1.2155,1.21505,1.222206859,1.222211391
10-01-21 22:00,1.21505,1.2153,1.22275055,1.222868159
10-01-21 23:00,1.2153,1.21605,1.223649137,1.223716027
10-12-20 00:00,1.2143,1.2145,1.224081815,1.224189682
10-12-20 01:00,1.21455,1.21565,1.22400039,1.22397127
10-12-20 02:00,1.21565,1.2158,1.224636245,1.224777553
10-12-20 03:00,1.21575,1.216,1.22495508,1.224934847
10-12-20 04:00,1.21585,1.2156,1.224376587,1.224327433
10-12-20 05:00,1.2155,1.21565,1.223277504,1.222959978
10-12-20 06:00,1.21555,1.2157,1.222882672,1.222382354
10-12-20 07:00,1.21575,1.213,1.221835888,1.221514692
10-12-20 08:00,1.213,1.2125,1.221500489,1.221144662
10-12-20 09:00,1.21265,1.21175,1.221894645,1.221660564
10-12-20 10:00,1.2117,1.21225,1.221942364,1.221878015
10-12-20 11:00,1.21195,1.21205,1.222478614,1.222646112
10-12-20 12:00,1.21225,1.2126,1.222145814,1.222221018
10-12-20 13:00,1.21265,1.2116,1.223020235,1.222779072
10-12-20 14:00,1.21165,1.2117,1.222690906,1.222415981
10-12-20 15:00,1.21175,1.2107,1.223260326,1.22302197
10-12-20 16:00,1.2107,1.2112,1.223596814,1.223377411
10-12-20 17:00,1.2112,1.21165,1.224622832,1.224496234
10-12-20 18:00,1.2117,1.2116,1.222933087,1.222711479
10-12-20 19:00,1.2116,1.21135,1.221656447,1.221303688
10-12-20 20:00,1.2114,1.21165,1.221062866,1.220877113
10-12-20 21:00,1.21175,1.2113,1.221079124,1.220855134
10-12-20 22:00,1.21355,1.2138,1.221182375,1.221154474
10-12-20 23:00,1.21355,1.2139,1.22144948,1.221346626
11-01-21 00:00,1.2161,1.21595,1.221589884,1.22156895
11-01-21 01:00,1.216,1.21485,1.222221788,1.222152952
11-01-21 02:00,1.2149,1.21465,1.22348073,1.223637219
11-01-21 03:00,1.2144,1.2149,1.221112241,1.221045741
11-01-21 04:00,1.21475,1.21445,1.221331644,1.221318151
11-01-21 05:00,1.2143,1.21535,1.222536873,1.222429859
11-01-21 06:00,1.2153,1.2161,1.222587279,1.222573725
11-01-21 07:00,1.21605,1.2164,1.222271613,1.222225853
11-01-21 08:00,1.2164,1.21525,1.222393903,1.222256198
11-01-21 09:00,1.2153,1.2162,1.221864189,1.221761478
11-01-21 10:00,1.2162,1.2145,1.220939341,1.220984861
11-01-21 11:00,1.2145,1.21515,1.221164553,1.221327745
11-01-21 12:00,1.21515,1.2156,1.22065709,1.220713556
11-01-21 13:00,1.2156,1.2147,1.220132685,1.220098898
11-01-21 14:00,1.2146,1.21525,1.220887058,1.220866239
11-01-21 15:00,1.215,1.2156,1.22054515,1.220675445
11-01-21 16:00,1.2156,1.2168,1.221018128,1.220780917
11-01-21 17:00,1.2167,1.21755,1.21797674,1.218322445
11-01-21 18:00,1.2174,1.21875,1.218389598,1.218250467
11-01-21 19:00,1.21875,1.2201,1.219901774,1.21941459
11-01-21 20:00,1.22,1.22065,1.216542675,1.216251989
11-01-21 21:00,1.2206,1.2207,1.21901296,1.218781083
11-01-21 22:00,1.2207,1.2205,1.220218597,1.220019083
11-01-21 23:00,1.2207,1.2209,1.221900349,1.221774653
11-12-20 00:00,1.21375,1.21345,1.222204581,1.222424905
11-12-20 01:00,1.2138,1.2133,1.221589377,1.22205325
11-12-20 02:00,1.21335,1.2121,1.221752809,1.221697466
11-12-20 03:00,1.2121,1.21295,1.222303594,1.222315231
11-12-20 04:00,1.21295,1.21315,1.221105572,1.221084505
11-12-20 05:00,1.21325,1.2133,1.221690268,1.221580555
11-12-20 06:00,1.21325,1.21335,1.222544652,1.222672147
11-12-20 07:00,1.21335,1.2141,1.221888248,1.221889759
11-12-20 08:00,1.214,1.21435,1.222391831,1.222473561
11-12-20 09:00,1.2143,1.2153,1.221743664,1.221961856
11-12-20 10:00,1.21525,1.21445,1.222078706,1.222118955
11-12-20 11:00,1.2145,1.21575,1.221974799,1.221866144
11-12-20 12:00,1.2158,1.21505,1.221740403,1.221427623
11-12-20 13:00,1.21505,1.21555,1.221612418,1.221263062
11-12-20 14:00,1.2156,1.2157,1.221835668,1.221604024
11-12-20 15:00,1.21565,1.2172,1.221759392,1.221392218
11-12-20 16:00,1.2172,1.21655,1.221893698,1.2217713
11-12-20 17:00,1.21645,1.21255,1.221343424,1.220958493
11-12-20 18:00,1.21255,1.21445,1.221339296,1.221308219
11-12-20 19:00,1.21445,1.21575,1.223868698,1.224066442
11-12-20 20:00,1.21575,1.21505,1.223282371,1.222945296
11-12-20 21:00,1.21505,1.2147,1.222684774,1.222525534
12-01-21 00:00,1.22085,1.2208,1.221053737,1.221097012
12-01-21 01:00,1.2208,1.22175,1.22136413,1.221214207
12-01-21 02:00,1.2218,1.2212,1.221017159,1.221032178
12-01-21 03:00,1.2213,1.22155,1.220211388,1.220216439
12-01-21 04:00,1.22155,1.2209,1.218560955,1.218639016
12-01-21 05:00,1.2209,1.22085,1.217981017,1.21815204
12-01-21 06:00,1.2209,1.22145,1.218760752,1.218729061
12-01-21 07:00,1.2213,1.2203,1.219330405,1.219263671
12-01-21 08:00,1.22035,1.21915,1.217988682,1.217674237
12-01-21 09:00,1.2191,1.21895,1.219155342,1.219177748
12-01-21 10:00,1.21895,1.21775,1.217227485,1.21722292
12-01-21 11:00,1.2178,1.2163,1.21741463,1.217635955
12-01-21 12:00,1.2163,1.21725,1.219424608,1.218948584
12-01-21 13:00,1.21735,1.2161,1.220121152,1.220091101
12-01-21 14:00,1.2161,1.21645,1.219653765,1.219924887
12-01-21 15:00,1.2164,1.21585,1.219379158,1.219537202
12-01-21 16:00,1.2158,1.21575,1.219495483,1.219648808
12-01-21 17:00,1.21575,1.2166,1.219192638,1.219429888
12-01-21 18:00,1.21655,1.2162,1.219635082,1.219974466
12-01-21 19:00,1.2162,1.2155,1.220321989,1.220175028
12-01-21 20:00,1.2154,1.2154,1.219817338,1.219773257
12-01-21 21:00,1.2157,1.2158,1.219525487,1.219357051
12-01-21 22:00,1.21575,1.2157,1.218741212,1.218633896
12-01-21 23:00,1.2156,1.2162,1.219296284,1.21897528
13-01-21 00:00,1.2162,1.21645,1.219628575,1.219289471
13-01-21 01:00,1.2165,1.21655,1.219301722,1.218968565
13-01-21 02:00,1.21665,1.21525,1.219277175,1.21886623
13-01-21 03:00,1.21525,1.2145,1.218708618,1.218463919
13-01-21 04:00,1.21445,1.21495,1.217504832,1.217384571
13-01-21 05:00,1.21495,1.2155,1.218415506,1.218084671
13-01-21 06:00,1.2155,1.215,1.218821353,1.218791425
13-01-21 07:00,1.215,1.2143,1.218962319,1.218725885
13-01-21 08:00,1.21435,1.2159,1.219135495,1.218882531
13-01-21 09:00,1.2159,1.21665,1.219452671,1.219473452
13-01-21 10:00,1.2166,1.2166,1.220346956,1.220260071
13-01-21 11:00,1.2166,1.2152,1.220722273,1.220682196
13-01-21 12:00,1.2152,1.2129,1.221040045,1.221157544
13-01-21 13:00,1.21305,1.21195,1.221211629,1.221163946
13-01-21 14:00,1.212,1.21175,1.221040614,1.221082499
13-01-21 15:00,1.2116,1.2136,1.221393136,1.221325028
13-01-21 16:00,1.21355,1.21545,1.221144067,1.221242845
13-01-21 17:00,1.21555,1.2166,1.220748592,1.220636894
13-01-21 18:00,1.2166,1.21505,1.220453537,1.220322732
13-01-21 19:00,1.21505,1.2155,1.220007524,1.219693955
13-01-21 20:00,1.2155,1.21645,1.219457284,1.219333307
13-01-21 21:00,1.21635,1.2153,1.219169856,1.219046185
13-01-21 22:00,1.2155,1.2152,1.218602849,1.218378293
13-01-21 23:00,1.21545,1.2151,1.21895766,1.218712806
13-12-20 20:00,1.21475,1.21465,1.218957775,1.218773703
13-12-20 21:00,1.2148,1.21435,1.218683802,1.218492717
13-12-20 22:00,1.21455,1.21455,1.218403855,1.218161661
13-12-20 23:00,1.21465,1.21485,1.218311664,1.218153906
14-01-21 00:00,1.2151,1.2154,1.21831515,1.218155669
14-01-21 01:00,1.2155,1.2151,1.218404458,1.218288302
14-01-21 02:00,1.21505,1.2152,1.218224982,1.218055944
14-01-21 03:00,1.2152,1.21495,1.218210209,1.218139448
14-01-21 04:00,1.2149,1.2147,1.218164273,1.218062527
14-01-21 05:00,1.2147,1.214,1.218260344,1.218147558
14-01-21 06:00,1.21395,1.2137,1.218577039,1.21836756
14-01-21 07:00,1.21365,1.21355,1.219490331,1.219302383
14-01-21 08:00,1.2136,1.2131,1.219716734,1.2198137
14-01-21 09:00,1.21315,1.2139,1.219793129,1.219812373
14-01-21 10:00,1.2139,1.21315,1.219806899,1.219728089
14-01-21 11:00,1.2132,1.21235,1.219687062,1.219659486
14-01-21 12:00,1.21235,1.2122,1.220296218,1.220172566
14-01-21 13:00,1.21215,1.21155,1.219655795,1.219601714
14-01-21 14:00,1.21165,1.20975,1.219982328,1.21981861
14-01-21 15:00,1.20975,1.20925,1.218887654,1.218617689
14-01-21 16:00,1.20935,1.2098,1.218306538,1.218315102
14-01-21 17:00,1.20985,1.2095,1.218134782,1.218182014
14-01-21 18:00,1.2094,1.2081,1.218282222,1.218220908
14-01-21 19:00,1.2081,1.2077,1.219898962,1.219444651
14-01-21 20:00,1.2077,1.2078,1.220384417,1.22011328
14-01-21 21:00,1.2077,1.208,1.220753558,1.220897369
14-01-21 22:00,1.2091,1.2085,1.220970494,1.220842374
14-01-21 23:00,1.2086,1.2084,1.21895495,1.218818246
14-12-20 00:00,1.2149,1.2158,1.219601768,1.219705808
14-12-20 01:00,1.21585,1.21595,1.219470615,1.219581563
14-12-20 02:00,1.216,1.2159,1.220035211,1.219936683
14-12-20 03:00,1.21595,1.21535,1.220027967,1.219713465
14-12-20 04:00,1.2152,1.2147,1.220020301,1.220034835
14-12-20 05:00,1.21465,1.2155,1.220674276,1.220689528
14-12-20 06:00,1.21555,1.21495,1.220622866,1.220683159
14-12-20 07:00,1.21485,1.21375,1.221111312,1.221156565
14-12-20 08:00,1.2137,1.21425,1.221262872,1.221360997
14-12-20 09:00,1.21445,1.21585,1.221845199,1.222001167
14-12-20 10:00,1.21585,1.2159,1.222537969,1.22259479
14-12-20 11:00,1.2158,1.2161,1.22324972,1.223267752
14-12-20 12:00,1.21615,1.21245,1.223272693,1.223347654
14-12-20 13:00,1.2126,1.2139,1.22288536,1.2229819
14-12-20 14:00,1.21405,1.21435,1.221898711,1.221818877
14-12-20 15:00,1.21445,1.2154,1.221630099,1.221500559
14-12-20 16:00,1.21545,1.21575,1.220867316,1.220960447
14-12-20 17:00,1.21585,1.21605,1.222033015,1.221893308
14-12-20 18:00,1.21615,1.21515,1.222159781,1.222602613
14-12-20 19:00,1.2151,1.2159,1.221749959,1.222061007
14-12-20 20:00,1.2157,1.216,1.221462845,1.221398363
14-12-20 21:00,1.2161,1.2151,1.221444142,1.221401603
14-12-20 22:00,1.2151,1.21525,1.221097788,1.221262416
14-12-20 23:00,1.2152,1.2155,1.22137645,1.221448753
15-01-21 00:00,1.2084,1.20785,1.221250362,1.221423429
15-01-21 01:00,1.2078,1.2067,1.220660588,1.220879979
15-01-21 02:00,1.2067,1.20755,1.222141573,1.222176242
15-01-21 03:00,1.2076,1.2078,1.222847246,1.22285411
15-01-21 04:00,1.20785,1.2083,1.223102565,1.223010611
15-01-21 05:00,1.2083,1.20745,1.223452967,1.223511823
15-01-21 06:00,1.2075,1.207,1.223574309,1.223699714
15-01-21 07:00,1.20705,1.20775,1.224100433,1.224088061
15-01-21 08:00,1.2078,1.2081,1.223860173,1.223867493
15-01-21 09:00,1.2081,1.2068,1.223359763,1.223343577
15-01-21 10:00,1.2068,1.20695,1.224374105,1.224484459
15-01-21 11:00,1.20695,1.2062,1.224484548,1.22446943
